payment_method_id,user_id,payment_type,provider,masked_details,last_four_digits,token,status,is_default,registration_date,expiry_date,last_used,transactions_count,total_amount_processed,verification_status,country,issuer_bank,billing_address,cvv_verified,three_ds_enabled,failed_attempts,risk_score
651,8646,credit_card,Mastercard,****9454,9454,4b16a77f-e66b-4043-a45e-383cf40feddc,expired,False,2025-02-08 09:32:03,01/25,2024-10-31 09:32:03,36,698.41,verified,PE,"Hammond, Reed and Brooks","PSC 6025, Box 0350, APO AE 46564",True,False,0,60.45
652,227,debit_card,Mastercard Debit,****4511,4511,ffa2d5b6-f78b-46ff-a9eb-0c6c0266c978,active,False,2025-02-22 09:32:03,09/26,2025-09-23 09:32:03,89,6065.98,verified,PE,"Rodriguez, Weaver and Haas","705 Heather Causeway Suite 007, Jonesview, HI 58458",True,False,0,58.3
653,7686,credit_card,Mastercard,****1397,1397,34f28c83-c7de-4f60-8656-90c5a3c72f0f,active,True,2024-08-16 09:32:03,02/26,2025-09-08 09:32:03,125,29133.82,verified,CL,May Inc,"7175 Kelly Highway, West Laurenton, ND 70883",True,True,0,28.62
654,5369,debit_card,Visa Debit,****4325,4325,c740209a-24cf-474e-9e7e-cef2685aab65,active,True,2024-08-12 09:32:03,04/30,2025-09-02 09:32:03,77,45894.84,verified,BR,Davis Group,"621 Foster View Apt. 098, New Valerie, MO 26813",True,False,0,83.12
655,8918,debit_card,Visa Debit,****9703,9703,2d88e0ea-c0c9-4308-8aee-82c48e425bbf,active,False,2024-02-03 09:32:03,02/29,2025-10-16 09:32:03,11,19745.93,verified,MX,Cline-Willis,"017 Page Greens, Larrystad, WY 35612",True,False,0,72.83
656,9334,debit_card,Visa Debit,****6347,6347,c684242d-7127-4bc3-bf20-449db44c7914,active,False,2024-09-02 09:32:03,07/28,2025-10-02 09:32:03,157,9548.25,verified,AR,Green Inc,"2637 Bailey Lights Apt. 630, West Lauramouth, HI 06240",False,True,0,42.69
657,7644,debit_card,Mastercard Debit,****1123,1123,f7f3e9c7-251f-44b8-af9b-ddfc9f5637cd,active,True,2024-01-18 09:32:03,06/30,2025-09-21 09:32:03,22,17671.92,verified,MX,Nunez-Phillips,"354 Martinez Center Suite 422, Woodfurt, WA 06620",True,True,0,16.3
658,6990,debit_card,Visa Debit,****2983,2983,8103d855-209c-4546-8409-820af2c3439e,inactive,False,2023-11-08 09:32:03,08/26,2025-03-29 09:32:03,4,434.7,verified,AR,"Guzman, Juarez and Smith","7403 Brian Rest, Garnermouth, OR 78600",True,True,0,30.99
659,4458,debit_card,Mastercard Debit,****1987,1987,68341d68-f413-4c93-b06a-f3e43f2e9d4e,inactive,False,2024-06-30 09:32:03,09/27,2024-11-19 09:32:03,23,3952.38,verified,MX,"Smith, Mcfarland and Washington","974 Hawkins Park Apt. 556, Jonathanberg, NV 69975",True,True,0,79.28
660,1442,debit_card,Visa Debit,****4286,4286,549b3a5b-e5a0-45fa-91f9-376b4259f5bb,active,False,2024-02-18 09:32:03,01/27,2025-10-20 09:32:03,182,24186.17,pending,BR,Perry-Obrien,"0382 Jessica Knoll, North Stevenburgh, PR 20725",True,True,0,41.88
661,6851,credit_card,Mastercard,****1958,1958,2246590f-e6d7-46fc-858b-f399a5b89e51,active,False,2025-10-01 09:32:03,05/27,2025-10-20 09:32:03,15,22876.2,verified,AR,"Fisher, Fowler and David","1590 Kevin Walks Suite 412, North Nathanville, DE 87427",True,True,0,65.09
662,9477,credit_card,Visa,****9179,9179,b4584c5f-1b83-441a-a22a-afeed36dd907,active,True,2024-06-06 09:32:03,11/26,2025-09-13 09:32:03,124,41035.99,verified,MX,Watkins-Chung,"6876 Tristan Circles, Stevenland, CO 11529",False,True,0,9.92
663,8714,credit_card,Visa,****5692,5692,c3d22e7d-b04f-459a-bf0b-b5505e71802c,active,True,2024-08-21 09:32:03,07/27,2025-09-09 09:32:03,88,28664.25,pending,CL,"Martinez, Hanna and Lee","84441 Christensen Gateway, Dillonchester, AK 20751",True,True,0,52.9
664,6271,ewallet,Clip,andreawalters@example.net,,bc5fc473-c7a9-4897-a8b2-0a1c3edf23c5,active,True,2025-10-10 09:32:03,,2025-09-13 09:32:03,187,24705.12,verified,CL,,,,,0,85.18
665,8852,bank_transfer,PIX,****4161,4161,44f2e36e-0a1d-4958-b531-f97c6184966c,active,False,2025-10-12 09:32:03,,,140,49512.1,verified,MX,"James, Jackson and Cook",,,,0,64.04
666,8364,credit_card,Mastercard,****5772,5772,945a36d5-9d8c-4e5b-8149-8156eacecadf,active,True,2025-05-21 09:32:03,10/27,2025-09-17 09:32:03,158,40023.7,verified,AR,Lee-Rosario,"USS Bryant, FPO AP 86030",True,True,0,84.31
667,3425,ewallet,Rappi Pay,imacias@example.com,,a0cf9aa9-f2c7-4376-988c-c5eef81e8f03,active,False,2024-03-19 09:32:03,,2025-09-06 09:32:03,1,44652.26,verified,AR,,,,,0,14.1
668,6463,debit_card,Mastercard Debit,****5591,5591,90a01a9f-0728-4fba-94f2-dd9f94cdaeb5,active,False,2025-05-11 09:32:03,05/28,2025-09-26 09:32:03,12,27881.9,pending,BR,Leach Group,"5564 Jacob Stream Apt. 993, Mackfurt, GA 55929",True,True,0,58.14
669,9684,debit_card,Visa Debit,****4142,4142,c8ce1314-0f90-4567-a777-1fea9af16608,active,False,2024-05-31 09:32:03,06/29,2025-10-15 09:32:03,24,4249.56,verified,MX,"Wilson, Jordan and Wade","24858 Steven Overpass, Jonathanchester, MA 03608",True,True,0,54.27
670,7240,bank_transfer,SPEI,****8042,8042,aa85f4a7-e9f9-43a9-b02d-4a47740b7354,inactive,False,2024-03-15 09:32:03,,2025-05-30 09:32:03,17,4014.6,verified,CO,Cox-Taylor,,,,0,36.37
671,4099,ewallet,PayPal,blake95@example.com,,c488ee7b-ec4d-47b5-aade-926071edb6ee,expired,False,2025-09-27 09:32:03,,2024-11-02 09:32:03,24,4344.15,verified,AR,,,,,0,68.96
672,3127,debit_card,Visa Debit,****1149,1149,3fa61d21-f9fc-4694-8bec-d75d25151128,active,True,2024-10-14 09:32:03,07/27,2025-10-04 09:32:03,48,49797.34,pending,BR,"Flores, Stevens and Gallegos","6994 Kathy Corners Apt. 555, West Nathan, NJ 05107",True,True,0,58.73
673,639,debit_card,Visa Debit,****3454,3454,2e83ac3c-6ff1-491d-a975-e09b55e2d186,active,True,2025-03-26 09:32:03,09/27,2025-09-06 09:32:03,65,48391.46,verified,CO,Miller LLC,"53121 Nicole Manor Suite 078, South Robertborough, ID 58794",True,True,0,46.17
674,3134,credit_card,American Express,****4987,4987,0eb4ace1-56ed-474f-b58b-1e23a19cfafd,active,True,2025-10-18 09:32:03,10/29,2025-10-15 09:32:03,34,33202.28,verified,PE,Clark Ltd,"921 Miguel Inlet Suite 351, Michaelshire, NE 88670",False,False,0,7.01
675,8770,ewallet,PayPal,alexanderelizabeth@example.com,,0023455c-e5cc-4547-9c67-efd5489ae621,active,False,2024-09-22 09:32:03,,2025-09-09 09:32:03,111,29484.38,verified,BR,,,,,0,9.23
676,8135,credit_card,Mastercard,****5371,5371,73314a54-abee-44b4-bfe2-b8618eff28c1,active,False,2024-07-30 09:32:03,08/27,2025-09-28 09:32:03,186,20976.34,verified,CO,Pearson-Moss,"46243 Michael Meadow, Youngborough, IL 80136",True,True,0,10.06
677,9699,credit_card,Mastercard,****2694,2694,6c5e066f-ac4b-47f4-9c5d-295e24a50ecd,active,False,2025-09-12 09:32:03,07/27,,59,4589.65,verified,MX,Richard-Carroll,"778 Lynch Pines, Christinahaven, MI 16443",True,True,0,72.06
678,8698,credit_card,Mastercard,****7650,7650,4af69626-7310-416d-8d38-4d3977e60b27,active,False,2024-06-22 09:32:03,02/28,2025-10-20 09:32:03,13,716.5,pending,AR,Oliver-Weeks,"79301 Matthew Cove, North Denisemouth, AR 74125",True,True,0,92.05
679,7748,credit_card,Visa,****2345,2345,47a172f9-b53c-4e0b-9b96-b9d70fd9f1ce,active,False,2024-08-27 09:32:03,09/30,2025-10-06 09:32:03,107,49492.79,pending,MX,Simmons-Yu,"150 Thomas Court Suite 890, Reyesstad, OR 94506",True,False,0,57.7
680,6076,credit_card,Visa,****4137,4137,e20962de-c9e6-4a7f-a0b3-90cdb56a9694,active,False,2025-01-07 09:32:03,02/27,2025-09-13 09:32:03,54,30546.74,verified,AR,"Maxwell, Huber and Mendoza","64921 Lynn Harbors, New Cody, CA 94058",True,True,0,24.11
681,9320,credit_card,Visa,****6355,6355,301f1674-1d69-4c35-971c-3a7acf56c4bb,active,False,2024-02-19 09:32:03,02/29,2025-10-02 09:32:03,2,48630.05,verified,AR,Lane-York,"4131 Strickland Key Suite 667, North Joann, WA 36465",True,True,0,20.71
682,2128,ewallet,MercadoPago,andrewflores@example.net,,4b20943e-16d7-4900-a5f5-f997ed9069c6,active,False,2024-02-16 09:32:03,,2025-09-22 09:32:03,114,21949.68,verified,BR,,,,,0,23.15
683,1960,credit_card,Mastercard,****3828,3828,8078aefd-fed0-4661-9309-2814442401b8,active,True,2025-10-24 09:32:03,09/26,2025-10-23 09:32:03,8,11951.59,verified,AR,Stewart Group,"7164 Juan Meadows, New Lindahaven, NJ 98281",True,True,0,86.34
684,2000,debit_card,Maestro,****3038,3038,df46bb0a-e46e-4e9a-a21d-a8d2b5bd10a8,active,False,2024-02-06 09:32:03,11/27,2025-08-30 09:32:03,97,22362.6,verified,BR,Maddox Group,"1133 Morrison Land Suite 158, South Aliceview, AK 82460",True,True,0,3.68
685,5780,bank_transfer,PIX,****4832,4832,04e87294-c86c-4dd9-b31d-77dbd104f89c,active,False,2023-12-12 09:32:03,,2025-09-24 09:32:03,149,23114.39,pending,MX,Howe PLC,,,,0,79.45
686,7109,debit_card,Maestro,****4523,4523,e8bb6ebd-fe0b-4801-8354-2a9dcffb1a5f,active,True,2024-10-25 09:32:03,05/30,2025-09-14 09:32:03,114,33618.77,verified,MX,Bryan-Mccoy,"90150 Theresa Park, North Toddport, FM 82942",True,False,0,63.64
687,5841,ewallet,Rappi Pay,david47@example.net,,6a7ced13-dfef-4335-8fa9-cd6e2e547d72,active,False,2025-05-29 09:32:03,,2025-09-09 09:32:03,116,42363.23,verified,BR,,,,,0,57.65
688,2005,ewallet,Rappi Pay,moorerichard@example.org,,177e52f4-cbeb-484c-95db-6e27be004aac,inactive,True,2025-03-17 09:32:03,,2025-04-01 09:32:03,35,3625.17,pending,BR,,,,,0,0.08
689,1485,debit_card,Mastercard Debit,****2015,2015,81c8f0ff-be87-42f1-ad19-5261fc2e4d55,active,False,2024-07-08 09:32:03,07/29,2025-10-11 09:32:03,68,15881.17,verified,BR,Cook-Holloway,"4834 Schultz Port Apt. 447, West Erin, IN 87033",True,False,0,73.44
690,6645,credit_card,Diners Club,****7180,7180,3950b2e3-74fd-4a67-9331-d6186dd38733,inactive,False,2025-05-24 09:32:03,07/27,,0,3315.53,verified,CO,"Hernandez, Coleman and Smith","0270 Deborah Mountains, Christophershire, PR 58458",True,True,0,54.0
691,714,credit_card,Visa,****4201,4201,689a692b-b10e-4a42-a477-0dd8af9515d2,inactive,False,2024-03-14 09:32:03,03/26,2025-06-08 09:32:03,7,1010.77,verified,CL,Riley Inc,"651 Castillo Flat, Lake Janicetown, AR 61583",True,True,0,1.6
692,1571,bank_transfer,PIX,****1140,1140,e4f191e1-1652-4c4f-b5de-fbe0a58e1ad4,expired,False,2024-09-13 09:32:03,,2025-03-04 09:32:03,20,2862.75,verified,AR,Robinson-Thompson,,,,0,97.59
693,7441,credit_card,American Express,****6566,6566,7d5f8025-2fe4-4580-a335-ef7f0bb86942,active,True,2024-03-17 09:32:03,12/28,2025-09-09 09:32:03,53,39966.6,verified,CL,Armstrong Ltd,"0063 Christy Fords Suite 994, North Leslieberg, KY 80441",True,False,0,3.25
694,8000,debit_card,Mastercard Debit,****1330,1330,0af7bc42-7c60-490c-9bb8-50d3825c88b4,inactive,False,2025-07-16 09:32:03,05/29,2025-03-28 09:32:03,41,1511.39,verified,BR,Ramos-Johnson,"46234 David Mountains, West Jamie, MT 61167",False,False,0,94.84
695,8454,debit_card,Mastercard Debit,****8399,8399,06eb9352-23a2-4ed1-8591-8a2d6c6a2ceb,active,False,2025-07-05 09:32:03,04/26,2025-09-29 09:32:03,16,2006.93,verified,AR,"Moon, Hernandez and Davenport","4795 Gonzalez Garden Suite 244, Kellyberg, FM 47434",True,True,0,7.32
696,4572,ewallet,MercadoPago,cunninghamkatherine@example.net,,15d1d2f6-1bf3-42ec-856e-55d82f3e3aff,active,True,2024-06-12 09:32:03,,2025-10-20 09:32:03,138,9331.13,verified,BR,,,,,0,21.66
697,4198,credit_card,Visa,****1124,1124,c05e8f50-00d4-4587-bd3e-f4c333efa512,active,False,2025-10-08 09:32:03,10/29,2025-09-22 09:32:03,192,7404.9,pending,AR,Mahoney-Mcfarland,"9627 Willis Plaza, South Anna, IN 19326",True,True,0,9.72
698,162,credit_card,Visa,****1119,1119,8659834b-ed3a-43ff-be4a-511e346d6b04,active,False,2025-06-11 09:32:03,01/27,2025-10-13 09:32:03,11,13104.62,verified,PE,Gomez-Bailey,"0348 Dudley Extension Apt. 603, Kellyshire, UT 37495",True,True,0,22.7
699,4682,credit_card,Mastercard,****7652,7652,66cd0f08-def2-4c7a-9099-c44ebfa429ef,active,False,2025-02-26 09:32:03,01/29,2025-08-28 09:32:03,190,3324.36,verified,MX,"Smith, Wood and Potter","6233 Kerri Fields, Port Josephfurt, DE 82640",True,False,0,16.59
700,1713,bank_transfer,SPEI,****3287,3287,176ee28c-37e6-4a20-a505-8fd24a6f4134,active,False,2025-09-26 09:32:03,,2025-09-26 09:32:03,107,32181.55,failed,BR,Alvarado-Hunt,,,,0,2.31
701,5564,bank_transfer,TEF,****3546,3546,6299b05f-840d-4c1f-b724-d36dc57ad6ca,active,False,2024-08-28 09:32:03,,2025-09-28 09:32:03,155,48718.0,verified,BR,"Jackson, Cunningham and Lee",,,,0,53.38
702,1793,bank_transfer,PIX,****9099,9099,601396cb-9a5e-4b82-84c5-02763250a5d9,active,False,2025-03-30 09:32:03,,2025-10-15 09:32:03,21,39894.5,verified,MX,Love-Vaughn,,,,0,3.29
703,9978,credit_card,American Express,****5586,5586,b0f7906e-e3bb-4f14-9be0-f0e1c67f5731,active,False,2025-03-31 09:32:03,04/27,2025-08-26 09:32:03,84,14328.65,verified,AR,"Thompson, Roach and Aguirre","82892 Angela Land Apt. 304, Michaelville, VT 04716",True,True,0,86.44
704,8213,bank_transfer,PIX,****4899,4899,fae32d1a-9619-4fef-a9b3-ce31d4267647,blocked,False,2025-08-27 09:32:03,,2024-11-19 09:32:03,27,845.46,verified,AR,Murray LLC,,,,2,89.17
705,659,debit_card,Maestro,****5173,5173,b759adcb-e3b3-4edf-ac60-24762cf5738f,active,False,2025-03-05 09:32:03,06/30,2025-10-18 09:32:03,160,13664.02,pending,AR,Martin Ltd,"4935 Andrew Road Suite 613, East Caroltown, AL 36771",True,True,0,51.47
706,6417,credit_card,Mastercard,****1637,1637,71909697-d4de-417e-b932-c8c20b6c1e20,active,False,2025-09-09 09:32:03,06/30,2025-09-23 09:32:03,100,18061.46,verified,AR,Khan and Sons,"USS Hill, FPO AP 52994",True,True,0,53.99
707,268,debit_card,Visa Debit,****1211,1211,feb47325-e60d-46b0-941c-4e696f1c8e1c,active,False,2025-03-03 09:32:03,10/27,2025-10-04 09:32:03,59,18404.41,verified,CO,"Pena, Santos and Ho","15843 Melissa Mountain, Schmidtchester, AR 31319",True,True,0,93.04
708,8777,credit_card,Mastercard,****6622,6622,253c14dd-c0da-437b-8d7e-0a77486a546f,active,False,2023-12-02 09:32:03,12/28,2025-09-15 09:32:03,4,4724.25,verified,AR,Palmer-Bell,"774 Eric Port, Kennethstad, CO 64166",True,True,0,34.33
709,5392,credit_card,Mastercard,****6330,6330,ce4b877c-7663-4c18-9167-5dd829f8bb7b,active,False,2025-10-09 09:32:03,06/29,2025-09-14 09:32:03,133,31296.22,verified,BR,White Inc,"404 Nguyen Spring, Jameshaven, WI 02947",True,False,0,58.5
710,2424,debit_card,Visa Debit,****6155,6155,17d8a097-cd38-4f80-89f3-9683bcf07f99,expired,False,2025-03-01 09:32:03,06/25,2025-08-21 09:32:03,4,2990.3,verified,CO,Johnson-Marshall,"85686 Barnes Lodge, Sonyaside, WY 19488",True,True,0,37.56
711,5056,credit_card,Mastercard,****5445,5445,bf8254db-53e5-4c9d-9ff2-6c7d88f82ede,active,True,2024-11-17 09:32:03,12/26,2025-10-02 09:32:03,199,10995.91,failed,BR,Flores-Schmidt,"1577 Lindsey Bypass Apt. 539, Lake Adam, TX 23344",True,True,0,89.46
712,8726,bank_transfer,PSE,****8948,8948,1058b8e5-4b47-4b89-9939-4af82e9e803d,active,False,2024-07-01 09:32:03,,2025-10-20 09:32:03,194,28625.09,pending,BR,Cameron-Fleming,,,,0,10.89
713,7933,debit_card,Mastercard Debit,****3817,3817,566898d9-d7d1-46a4-a153-cfcf50fc935e,active,False,2025-01-11 09:32:03,05/28,2025-10-07 09:32:03,62,14122.01,verified,BR,Kennedy PLC,"517 Stephens Stream, West Jonathanmouth, MI 53112",True,True,0,87.27
714,8021,debit_card,Visa Debit,****6621,6621,6eab8369-78d4-4f19-8544-aa42e6040e27,inactive,False,2025-05-12 09:32:03,10/28,2025-03-20 09:32:03,29,1108.44,verified,MX,Johnson Group,"962 Dunlap Drive Apt. 571, South Natalie, OK 54188",True,True,0,54.91
715,816,ewallet,MercadoPago,moorechristina@example.org,,ca0b9896-2c39-4bdd-8866-77cdb0d8138b,inactive,False,2025-10-07 09:32:03,,2025-08-08 09:32:03,37,2026.87,verified,CO,,,,,0,67.53
716,1080,ewallet,MercadoPago,amywilliams@example.com,,9d860226-555f-4573-a9f3-1bbcd8d6a819,active,False,2024-08-23 09:32:03,,2025-10-06 09:32:03,128,8630.0,verified,CL,,,,,0,6.84
717,8176,credit_card,American Express,****5860,5860,492a57d7-3c87-4f2d-9da0-69be1a46a827,expired,False,2025-08-15 09:32:03,11/24,2024-12-25 09:32:03,49,444.56,failed,MX,Hutchinson Group,"135 Courtney Expressway Apt. 169, Frazierton, IL 14885",True,False,0,13.15
718,5006,credit_card,Visa,****2321,2321,02340e8b-c478-452e-8dc4-9e4a901c8805,expired,False,2025-10-06 09:32:03,07/25,2025-01-16 09:32:03,18,2221.79,verified,CO,Williams PLC,"456 Mark Mills, Port Heathermouth, MN 94783",True,True,0,98.93
719,9009,credit_card,Mastercard,****9030,9030,a99669d1-2083-42be-b3c6-d0d63661e2e0,active,True,2024-02-06 09:32:03,06/28,2025-08-28 09:32:03,102,34707.18,verified,MX,Ramos Group,"PSC 7675, Box 1915, APO AP 65857",False,False,0,39.11
720,1769,credit_card,Diners Club,****3665,3665,2e346e0f-6f59-4449-a76c-1b1b4790f55d,active,False,2025-10-21 09:32:03,05/27,2025-09-15 09:32:03,92,4599.39,verified,CL,Malone-Goodwin,"14631 Sanchez Pike, Lisahaven, MP 23478",True,True,0,1.72
721,9831,debit_card,Mastercard Debit,****1003,1003,3394696a-09d0-4a5c-b68a-d1e8b513dde7,active,False,2025-02-07 09:32:03,03/29,2025-10-06 09:32:03,165,25490.0,verified,CO,Reynolds Ltd,"049 Rebecca Well, New Carolfurt, GU 94084",True,True,0,72.0
722,1280,debit_card,Visa Debit,****4386,4386,97c76c78-e1f1-4656-a224-b1f73ab100fe,active,False,2024-02-19 09:32:03,01/28,2025-10-23 09:32:03,174,5465.35,pending,BR,"Thompson, Hunt and Smith","3933 Young Place, East Matthew, WA 11217",True,True,0,65.4
723,2708,credit_card,Mastercard,****7506,7506,31d8b91d-c5ba-4de4-8f48-e677dfe635fe,inactive,False,2025-06-08 09:32:03,07/27,2024-11-07 09:32:03,2,1969.46,verified,MX,Christian-Price,"86189 Sanchez Ridges Suite 578, South Jenniferside, MD 35719",True,True,0,84.53
724,5394,debit_card,Maestro,****3405,3405,8790e557-0e0f-4048-b690-c84b805d6009,active,True,2024-08-06 09:32:03,12/27,2025-09-03 09:32:03,24,35366.85,verified,MX,Jacobson Group,"PSC 1453, Box 8301, APO AP 96123",True,True,0,76.0
725,5383,credit_card,Mastercard,****7443,7443,5fbce919-19d0-46aa-9f77-a22f77303053,active,True,2024-11-13 09:32:03,10/28,2025-09-06 09:32:03,153,981.76,verified,MX,"Rivera, Medina and Williams","USCGC King, FPO AP 49645",True,True,0,16.24
726,910,ewallet,Clip,leslie94@example.net,,4d3e54b8-7b91-4345-b7a1-de616804cc62,active,False,2024-07-04 09:32:03,,2025-10-07 09:32:03,35,42263.86,pending,MX,,,,,0,58.72
727,2873,debit_card,Mastercard Debit,****9124,9124,8fd73c25-b658-4836-b3a0-90c5d346c2e3,inactive,True,2025-02-15 09:32:03,10/28,2025-02-20 09:32:03,19,3261.85,verified,MX,"Newman, Bryant and Edwards","2317 Brenda Points, Jeremyfurt, AR 03445",True,True,0,11.7
728,8553,ewallet,Clip,raymond36@example.com,,2d4e1dba-098f-4dae-988f-deb16e421ed1,active,False,2024-11-16 09:32:03,,2025-10-14 09:32:03,105,35841.27,verified,CL,,,,,0,21.76
729,8904,credit_card,Mastercard,****4853,4853,12a15780-7777-43d0-a93b-4c708cca01eb,blocked,False,2023-11-02 09:32:03,02/28,2025-06-13 09:32:03,9,4706.41,verified,CL,Hill and Sons,"2775 Travis Park Apt. 711, New Joshuastad, OR 41790",True,True,2,56.43
730,4605,credit_card,Visa,****5088,5088,b43556cf-6bc1-433b-a24c-bef950cdd9eb,inactive,True,2025-09-19 09:32:03,11/27,2025-06-17 09:32:03,24,3622.02,verified,CO,"Thomas, Daniels and Gomez","174 Elizabeth Field, East Mitchellton, FL 97405",True,True,0,63.97
731,5273,credit_card,Visa,****2949,2949,2a71985e-e31a-410f-898e-b48e922e8fe5,active,False,2025-05-17 09:32:03,05/29,,180,9165.52,verified,MX,"Rios, Sanders and Morgan","6953 John Way, Floreshaven, WV 74005",True,True,0,52.98
732,8108,bank_transfer,SPEI,****4313,4313,96c3b538-d2c4-46b6-87b5-6e09502aea4c,active,False,2023-11-24 09:32:03,,2025-09-12 09:32:03,124,16586.96,verified,BR,"Bell, Gonzalez and Hunt",,,,0,84.03
733,3312,credit_card,Mastercard,****8799,8799,fed55fd4-500b-4779-a0ea-8c9bde346c80,active,False,2024-10-09 09:32:03,06/30,2025-09-29 09:32:03,198,43026.37,verified,MX,"Burke, Roberts and Hamilton","24860 Sharp Hill, Richardville, PA 60642",False,True,0,69.03
734,6021,credit_card,Mastercard,****4698,4698,2a117c4b-3e0f-4847-ae8b-d406fee31b41,inactive,True,2024-08-13 09:32:03,08/30,2024-12-27 09:32:03,1,3668.91,verified,CL,Vazquez PLC,"3768 Jennifer Wells Apt. 195, Port Martinport, IL 25492",False,False,0,85.22
735,5244,bank_transfer,SPEI,****8753,8753,5a4190c5-ac06-4b49-9ac2-86a5fb333231,blocked,False,2024-06-18 09:32:03,,,49,3666.32,verified,MX,Vasquez LLC,,,,2,52.89
736,4463,credit_card,Mastercard,****9979,9979,ff052822-69ea-4032-bcce-749ac7e9fdb4,active,True,2024-03-10 09:32:03,04/29,2025-09-13 09:32:03,87,29550.31,verified,MX,Davis Group,"3578 Richard Union, Port Kelly, SC 61509",True,False,0,84.08
737,5881,ewallet,PayPal,silvalaura@example.com,,e6a8fc6d-7552-492d-96f5-5468bcb4256d,active,False,2024-12-19 09:32:03,,2025-09-09 09:32:03,92,26895.71,verified,BR,,,,,0,74.09
738,2294,bank_transfer,PIX,****3635,3635,343f26c2-e210-4089-900d-28f2a58d68b2,active,False,2024-05-09 09:32:03,,2025-10-03 09:32:03,85,45250.93,pending,CL,Anderson-Hurley,,,,0,9.1
739,5327,ewallet,Rappi Pay,dkelley@example.com,,c1d7601c-bf84-4dee-b73c-194e51a226eb,active,False,2024-07-29 09:32:03,,2025-09-16 09:32:03,70,48169.49,verified,BR,,,,,0,21.12
740,9663,debit_card,Visa Debit,****9689,9689,a5ceb704-4a12-4599-a58e-d96ab16386ce,inactive,False,2024-12-05 09:32:03,09/30,2024-12-30 09:32:03,23,2999.68,verified,CL,Hebert-Peck,"331 Scott Meadows Suite 269, New Terry, OR 72719",True,True,0,40.38
741,2813,debit_card,Visa Debit,****3790,3790,34e2e8bf-3ddd-4188-a769-8875f111229b,blocked,False,2025-05-19 09:32:03,01/26,2025-03-23 09:32:03,42,505.98,failed,CL,"Brooks, Lewis and Hubbard","92439 Grant Village Apt. 033, East Courtneyfurt, KY 90943",True,False,3,93.1
742,7902,bank_transfer,SPEI,****4229,4229,da7b2e7d-90b0-419e-a941-e527bf76bd01,active,False,2024-09-10 09:32:03,,2025-08-30 09:32:03,102,12381.22,verified,BR,Rios PLC,,,,0,84.69
743,3442,debit_card,Maestro,****2684,2684,326923d1-9efe-4d92-b45c-271ff9cb443d,active,True,2023-11-17 09:32:03,10/27,2025-08-31 09:32:03,80,9079.88,verified,BR,Mcdonald-Harrison,"99243 Matthew Square, East Angela, IA 24690",True,True,0,57.31
744,8874,debit_card,Mastercard Debit,****1526,1526,9bea2a68-2d63-4839-a286-f661d89a71c0,active,False,2025-02-02 09:32:03,12/29,2025-10-18 09:32:03,61,28311.6,verified,BR,Turner-Gonzales,"9729 Powell Underpass, Port Amy, SC 29212",True,True,0,82.73
745,8681,debit_card,Mastercard Debit,****5214,5214,44324378-8213-49ed-9b37-0f5e065c1239,active,True,2024-11-22 09:32:03,12/27,2025-09-03 09:32:03,62,3641.23,verified,PE,"Abbott, Sandoval and Madden",,True,False,0,52.02
746,4023,credit_card,Visa,****5838,5838,e052ba6b-ce8d-4e94-a0d0-1e9788edbba9,active,False,2024-11-07 09:32:03,02/28,2025-09-28 09:32:03,197,11278.01,verified,BR,Wright Ltd,"100 Velasquez Mission, South Paulview, AZ 49115",True,False,0,99.33
747,1501,credit_card,Visa,****8377,8377,0609c186-8478-40c7-8bc8-b168f8bb092c,active,False,2025-09-04 09:32:03,11/26,2025-08-27 09:32:03,118,32672.77,verified,BR,"Holland, Flores and Shaw","USS Scott, FPO AA 66160",True,False,0,54.67
748,5582,credit_card,Visa,****6468,6468,8cb80d99-993f-4895-9d89-d3a828609919,active,True,2024-08-05 09:32:03,06/30,2025-09-02 09:32:03,181,35199.51,verified,MX,Adkins Ltd,"391 Danielle Green Suite 768, Amyberg, NY 30238",True,True,0,74.38
749,7344,ewallet,PayPal,gilbertsheena@example.net,,c9f81dfc-3f2b-4e1b-bbc1-448add08f902,active,False,2025-02-06 09:32:03,,2025-10-10 09:32:03,21,35690.03,verified,BR,,,,,0,48.61
750,1469,debit_card,Visa Debit,****5446,5446,6db21ff3-3d50-44f2-9af5-51b3dfea9378,blocked,False,2024-03-06 09:32:03,12/25,2025-04-20 09:32:03,32,2981.96,verified,AR,Phillips-Gould,"978 Castillo Shoal Suite 348, New Phillip, MO 73802",True,False,2,20.92
751,9252,credit_card,Visa,****2359,2359,322d4aa2-e16e-4b3f-8016-bbdec39c6d5a,active,False,2024-09-23 09:32:03,09/30,2025-10-18 09:32:03,154,42010.75,verified,MX,"Smith, Morris and Gonzalez","517 Brown Heights Apt. 395, Lisahaven, ID 91839",True,True,0,38.76
752,4303,bank_transfer,SPEI,****7141,7141,5581fecd-2940-46de-97e8-1a018bd832de,active,False,2025-02-05 09:32:03,,2025-09-06 09:32:03,28,26670.4,verified,BR,Carey LLC,,,,0,4.98
753,8260,bank_transfer,PSE,****5866,5866,3ec801df-9410-47ee-a294-95fea2ca8244,active,True,2024-05-29 09:32:03,,2025-10-01 09:32:03,64,40270.16,verified,BR,Adams LLC,,,,0,93.28
