user_id,email,first_name,last_name,phone,date_of_birth,country,city,address,postal_code,registration_date,account_status,kyc_level,kyc_verified,transaction_limit_daily,preferred_currency,risk_score,total_transactions,total_volume,last_login,has_active_card,payment_methods_count,referral_code,is_merchant,merchant_category
788,marcela60@example.com,Benjamin,Barbosa,+55 51 6032 3842,1977-12-13,BR,da Costa,"Morro Agatha Nascimento, São Jorge 1ª Seção, 67662455 Aparecida / AL",13854-122,2025-04-29 19:23:45,active,basic,True,3385,ARS,92.01,136,42644.16,2025-10-18 19:23:45,False,4,8C715F37,False,
789,lvasconcelos@example.org,Antony,Alves,(071) 3142 1162,1966-08-20,BR,Peixoto da Mata,"Conjunto Freitas, 6, Vila Ouro Minas, 57548-878 Azevedo / ES",63898055,2025-01-18 19:23:45,inactive,intermediate,True,21264,MXN,64.89,27,3101.62,,True,3,5F131200,True,
790,peraltamartina@example.com,Ema,Bravo,+54 15 2594 1089,1998-12-04,AR,Mendoza,"Avenida 6 N° 521, Corrientes 3400, Corrientes",53004829,2025-08-27 19:23:45,active,intermediate,True,39361,MXN,4.46,367,26314.68,2025-09-05 19:23:45,True,1,4803D0C3,False,
791,dorisvillegas@example.org,Denis,Bedoya,+57 608 696 50 11,2004-01-04,CO,Suesca,"Avenida calle 71 # 5-39, 504035, San Carlos de Guaroa, Meta",477387,2025-09-12 19:23:45,active,intermediate,True,34074,ARS,22.07,371,477.79,2025-09-16 19:23:45,True,3,3CF0D568,False,
792,antoniomatias@example.org,Uriel,Meléndez,,1984-06-12,MX,Vieja Colombia,"Viaducto Guanajuato 206 Edif. 454 , Depto. 262, Nueva Suiza, BC 26797-5322",35449,2024-05-07 19:23:45,active,basic,True,4273,ARS,20.71,79,15504.36,2025-09-12 19:23:45,True,4,F6395E0F,True,
793,da-paznatalia@example.net,Olívia,Pacheco,+55 71 8146 9971,1981-03-05,BR,Campos da Prata,"Avenida de Lima, 66, Vila Olhos D'água, 53052595 Ferreira / AL",59150-026,2024-02-06 19:23:45,active,intermediate,True,39638,COP,21.0,423,35620.37,2025-09-24 19:23:45,True,3,10906CC6,False,
794,martha76@example.net,Yolanda,Cervantes,(134)766-0526,1986-03-27,MX,San Estefanía de la Montaña,"Peatonal Esquibel 992 536, San Ilse los altos, CAMP 05142",04940,2024-05-04 19:23:45,active,basic,True,2799,CLP,49.61,467,42555.71,2025-10-16 19:23:45,True,3,6385C5AB,False,
795,qnarvaez@example.net,Dolores,Hoyos,324 012 96 05,1964-07-01,CO,Santa Bárbara de Pinto,"Carrera 69 # 9-9 Este, Apartamento 62, 131183, Santa Cruz de Mompox, Bolívar",448710,2025-05-23 19:23:45,suspended,basic,True,3038,BRL,96.5,32,2230.72,,False,2,D2BB2A77,False,
796,cloya@example.org,Serafín,Zelaya,1-280-665-0735x8055,1992-09-29,MX,Nueva Djibouti,"Callejón Sur Arguello 236 Edif. 486 , Depto. 158, San Hilda de la Montaña, GRO 62462-4300",,2025-04-03 19:23:45,inactive,intermediate,True,27670,CLP,55.47,42,3308.79,,True,1,64C10BFE,False,
797,xacosta@example.net,Juan,Navarro,318 462 91 68,1997-07-04,CO,Albán,"Cl. 160 Bis A # 8-2 Sur, Bodega 450, 738867, Melgar, Tolima",979817,2025-05-29 19:23:45,active,advanced,True,75923,ARS,63.25,448,31050.12,2025-08-31 19:23:45,True,1,8FA07152,False,services
798,ruben81@example.com,Ivonne,Rocha,(952)424-9000x43655,1990-12-30,MX,San Javier los bajos,"Continuación Pabón 214 Edif. 376 , Depto. 982, San Gonzalo de la Montaña, GTO 98545",98689-1033,2025-06-25 19:23:45,pending_verification,basic,True,2510,USD,56.22,36,4257.77,,True,2,FC1F7137,False,
799,molinaclara@example.net,Constanza,Diaz,+54 15 2718 1569,1975-07-15,AR,Santiago del Estero,"Diag. Río Gallegos N° 234 Oficina 1, San Luis 5700, San Luis",53001971,2025-06-30 19:23:45,inactive,intermediate,True,27968,ARS,44.24,43,1839.08,,True,3,1E17DE66,False,
800,feliperodriguez@example.org,Uma ,Cordoba,+54 9 3404 5294,2003-02-09,AR,Santa Fe,"Av. Rosario N° 914 Piso 5 Dto. 3, Viedma 8500, Río Negro",54004750,2025-07-03 19:23:45,active,advanced,True,68054,ARS,39.09,271,3821.48,2025-09-07 19:23:45,True,3,C19CF0BA,False,
801,maritza53@example.org,Mercedes,Castro,+56 2 2229 5233,2000-12-22,PE,Nogales,"Ruta 5 Norte, km 351",1826720,2024-07-12 19:23:45,inactive,basic,True,7547,CLP,30.07,19,4851.19,,True,3,33AACF61,False,
802,oliveragloria@example.net,Ángel,Santillán,(904)754-9358x942,1998-11-13,MX,San Ramiro los altos,"Periférico Sur Arredondo 645 037, San Maximiliano de la Montaña, AGS 22918-2458",36883-4840,2024-01-26 19:23:45,active,advanced,True,87455,BRL,60.27,430,13516.46,2025-09-12 19:23:45,True,3,BD0859D7,False,
803,nampuero@example.org,Pedro,Mora,+56 9 5925 9215,1970-12-05,CL,Nogales,"Calle Michimalonco 502 Dpto. 79, Curepto, Región del Maule, 2805040",1951390,2024-02-22 19:23:45,active,intermediate,True,43357,BRL,84.08,123,24727.9,2025-10-16 19:23:45,True,3,CF73BEF4,False,
804,felix52@example.com,Marcela,Cepeda,05614157351,1971-10-03,MX,Vieja Andorra,"Calle Niger 195 061, San Zoé los bajos, SON 57413",78301-1087,2025-02-24 19:23:45,active,intermediate,True,48704,BRL,75.26,240,27044.36,2025-08-28 19:23:45,True,1,0EB216E5,False,
805,elizabethcalderon@example.net,Sofía,Quintero,573111166582,2007-10-11,CO,Marquetalia,"Calle 135 # 5-77 Sur, 528245, Contadero, Nariño",947497,2025-05-03 19:23:45,active,none,False,500,USD,94.71,485,4001.04,2025-09-03 19:23:45,True,2,0F57E5F6,False,
806,ana-carolinamontenegro@example.net,Luigi,da Rosa,(084) 2947 0133,1958-05-12,BR,Nogueira de Almeida,"Feira de Câmara, 571, São Tomaz, 07511771 Guerra de Cardoso / CE",91800-457,2024-04-06 19:23:45,active,advanced,True,93909,BRL,67.62,328,39698.06,2025-10-11 19:23:45,True,1,DFDC65AE,False,
807,luiz-felipeborges@example.net,Isaac,Cassiano,+55 31 6513-0351,2004-10-12,BR,Barbosa da Mata,"Vereda de Farias, 369, Granja Werneck, 72504440 Teixeira / AP",39130744,2025-09-12 19:23:45,active,basic,True,5169,CLP,96.24,69,47420.57,2025-10-18 19:23:45,False,1,017C1956,False,
808,edinsonriascos@example.org,Pablo,Bonilla,2056055,1988-08-07,CO,Barichara,"Calle 51 # 76-6, Local 66, 683856, Los Santos, Santander",949942,2025-03-06 19:23:45,active,intermediate,True,40013,MXN,20.42,401,7581.67,2025-10-01 19:23:45,True,4,4407EDF3,False,
809,laisramos@example.net,Gabrielly,Leão,+55 71 2272-5576,1973-02-20,BR,Jesus da Mata,"Favela da Cunha, Vila Nova Gameleira 2ª Seção, 93341-974 Borges de Almeida / MG",73564-589,2024-06-11 19:23:45,active,basic,True,4721,COP,42.89,25,38717.03,2025-09-30 19:23:45,False,3,AF557BC9,False,
810,maria-luisacamargo@example.net,Maria Isis,Silva,+55 71 4637-5861,1959-12-26,BR,Rodrigues,"Distrito Bárbara Jesus, Vila Madre Gertrudes 1ª Seção, 69268-551 Dias da Prata / ES",49954451,2024-11-06 19:23:45,active,basic,True,1124,USD,0.71,239,48644.25,2025-10-13 19:23:45,True,1,C00AA0E3,False,other
811,alvesluan@example.org,Danilo,Fernandes,+55 (061) 7612-8797,1989-11-20,BR,Carvalho da Mata,"Feira Carolina Aragão, Trevo, 71769706 Martins de Siqueira / AP",54437803,2024-06-14 19:23:45,active,intermediate,True,11636,ARS,55.22,422,31900.83,2025-10-13 19:23:45,True,4,B3D409EF,False,
812,tafoyatimoteo@example.org,Amador,Urrutia,299.870.2696,1961-04-03,MX,Nueva Países Bajos,"Calle Yucatán 142 Edif. 081 , Depto. 829, San Amador los altos, Q. ROO 15282",07801,2025-07-01 19:23:45,active,basic,True,1890,MXN,50.3,304,37618.34,2025-10-07 19:23:45,True,4,39BA2127,False,
813,perezfaustino@example.org,Gabriel,Caceres,+54 15 2537 6406,1956-12-30,AR,Bahía Blanca,"Diag. 7 N° 1819 Oficina 9, Paraná 3100, Entre Ríos",83008234,2024-04-30 19:23:45,active,advanced,True,84589,USD,8.85,246,17874.84,2025-10-04 19:23:45,True,1,010587CA,False,
814,de-la-ojuana@example.net,Leonardo,Acuña,230-212-8792x21916,1969-05-06,MX,Nueva Djibouti,"Calzada Orosco 476 758, Vieja España, CAMP 50615-9310",48056-7436,2025-02-26 19:23:45,active,intermediate,True,22924,ARS,95.73,496,1092.28,2025-10-02 19:23:45,True,3,F5E57685,False,
815,marisolcano@example.org,Jorge Luis,Calvillo,1-547-717-9371,1952-03-23,MX,San Salvador los bajos,"Avenida Norte Rubio 740 404, San Yeni los bajos, MICH 94391-8426",94689,2024-04-17 19:23:45,active,basic,True,3502,USD,65.38,102,40119.3,2025-10-14 19:23:45,True,2,29D7BAE4,True,other
816,martinezalma-mia@example.org,Juana,Ruiz,+54 9 3559 2658,2006-03-12,AR,La Plata,"Calle Alvear N° 257, San Ferando del Valle de Catamarca 4700, Catamarca",33002913,2025-06-12 19:23:45,active,basic,True,9099,COP,66.58,83,31981.43,2025-08-31 19:23:45,True,1,A63F0B39,False,
817,vrodriguez@example.net,Enrique,Rodríguez,3192193013,1990-09-29,CO,Cepitá,"Calle 24 Bis # 1-92, Bodega 75, 250127, Villagómez, Cundinamarca",273002,2024-11-19 19:23:45,inactive,basic,True,1511,ARS,52.34,36,2672.84,,True,1,C53C7F20,False,
818,vladimirortiz@example.org,Valentina,Manríquez,+56 2 2984 8950,2006-09-08,CL,Tocopilla,"Avenida Los Robles 687, Arica, Región de Arica y Parinacota",1462190,2025-10-03 19:23:45,inactive,intermediate,True,37865,BRL,99.74,5,4329.32,,True,3,38031298,False,
819,maria-del-carmenmalave@example.org,Pascual,Escalante,758-755-6927,1972-07-22,MX,San Florencia de la Montaña,"Privada Pizarro 129 466, San Lorenzo los bajos, CAMP 88869-6233",40055-5412,2024-01-04 19:23:45,active,intermediate,True,27798,BRL,2.58,309,33360.28,2025-09-18 19:23:45,False,2,31BA279B,False,
820,amadorybarra@example.net,Oswaldo,Orta,(831)992-2359,1963-03-26,MX,Vieja Barbados,"Continuación Ghana 681 434, Vieja Guyana, NL 32269",02638-9083,2024-08-20 19:23:45,active,advanced,True,73433,USD,78.57,59,15824.94,2025-10-09 19:23:45,False,2,00E83C7C,False,
821,zramirez@example.org,Blanca,Cardona,313 702 80 52,1968-04-28,CO,Arenal,"Avenida calle 176 # 8-57 Sur, Oficina 7, 153811, Tipacoque, Boyacá",521678,2024-11-02 19:23:45,active,none,False,500,COP,66.66,25,43794.64,2025-10-06 19:23:45,True,4,76399F2B,False,
822,maria75@example.net,Tomás,Rojas,+56 32 246 3531,1993-06-25,PE,Curacaví,"Los Naranjos 753, El Carmen, Región de Ñuble, 8500930",7983400,2023-12-14 19:23:45,active,advanced,True,53857,ARS,76.97,255,19044.54,2025-08-25 19:23:45,False,3,EDFD9943,False,
823,nancy94@example.org,Rodolfo,Longoria,09061217786,1969-06-18,MX,San Norma los altos,"Pasaje Filipinas 899 273, Nueva Myanmar, Q. ROO 56765",34708-2925,2025-06-07 19:23:45,active,intermediate,True,48390,MXN,36.7,259,4633.51,2025-09-14 19:23:45,True,1,5F77E6A6,True,services
824,zulemafuentealba@example.net,Ítalo,Bustamante,+56 9 7434 3555,1955-10-04,PE,Combarbalá,"Calle Paola Machuca 634, Pumanque, Región del Libertador General Bernardo O'Higgins",3665730,2025-03-01 19:23:45,active,intermediate,True,21531,BRL,64.77,92,527.5,2025-09-18 19:23:45,True,1,A3FD23EF,False,
825,alvesarthur@example.org,Théo,da Mata,+55 81 2472-6178,1970-06-02,BR,Carvalho do Campo,"Conjunto Dante Aragão, 994, São Gonçalo, 34702-166 Campos de Carvalho / PI",09700066,2024-10-13 19:23:45,active,intermediate,True,47520,MXN,86.47,280,17492.16,2025-10-11 19:23:45,True,3,F70F4AC6,True,
826,cauanascimento@example.com,Camila,Pastor,+55 (021) 1315-0011,1953-07-12,BR,da Rosa Verde,"Pátio Gael Gonçalves, 60, Ribeiro De Abreu, 28848-485 Oliveira / SP",64511578,2025-09-04 19:23:45,active,basic,True,6055,COP,88.51,221,12844.41,2025-10-20 19:23:45,True,3,9AFC2B6F,False,
827,pedro95@example.com,Ana Luisa,Arguello,220.634.1353,1985-04-29,MX,Vieja Andorra,"Peatonal Norte Henríquez 538 882, San Araceli los bajos, BC 35335",11993,2024-01-04 19:23:45,inactive,none,False,500,BRL,7.61,11,4473.03,,True,2,70CEF131,False,
828,ianlopes@example.org,Vinícius,Macedo,+55 (011) 8148 4671,1984-06-29,BR,Ramos do Sul,"Vila de da Conceição, Nova Granada, 01436-994 Cavalcanti de Dias / AL",90901-079,2024-08-14 19:23:45,suspended,basic,True,2729,BRL,56.37,8,2540.46,,True,1,43C5893A,False,
829,ogutierrez@example.org,Agustina,Suarez,+54 9 3594 9525,1980-06-03,AR,La Rioja,"Diagonal J.B. Alberdi N° 126, Viedma 8500, Río Negro",94104803,2025-01-10 19:23:45,active,intermediate,True,23874,MXN,64.18,161,5636.43,2025-10-16 19:23:45,True,2,CD702356,True,
830,pespinoza@example.org,Pía,Vargas,+56 2 3489 7829,1965-03-21,CL,La Cisterna,"Mariela Sáez 477 Piso 49, Curacaví, Región Metropolitana, 5598080",5855160,2025-08-14 19:23:45,active,intermediate,True,23279,CLP,82.38,34,41502.45,2025-09-04 19:23:45,False,2,6962E808,False,
831,santosbarbara@example.net,Gael Henrique,Gonçalves,51 7366 7377,1973-06-25,BR,Moreira da Praia,"Vale Anna Liz da Rosa, 96, Cônego Pinheiro 2ª Seção, 28182-659 Moura / SC",55872712,2023-11-25 19:23:45,active,advanced,True,95847,BRL,6.96,415,17636.66,2025-09-20 19:23:45,True,2,7B160AB7,False,
832,renato47@example.org,Pablo,Pizarro,+56 2 3599 1170,2006-12-07,CL,Toltén,"Ruta 5 Sur, km 477",3065010,2024-02-21 19:23:45,active,intermediate,True,17913,MXN,28.87,71,16325.6,2025-09-04 19:23:45,True,1,CC417532,False,
833,jgonzalez@example.org,Lorenzo,Castro,+54 9 3612 5596,1977-08-28,AR,Santa Rosa,"Avenida Belgrano N° 553, La Plata 1900, Buenos Aires",76006829,2025-04-29 19:23:45,active,basic,True,2866,CLP,74.85,195,34506.85,2025-08-31 19:23:45,False,2,67ED7D50,True,
834,vieirabenjamim@example.net,Nicolas,Cavalcante,+55 (051) 9287 3364,1979-12-30,BR,Rios,"Rodovia Sá, 76, Aeroporto, 46281513 Pinto / PI",35992574,2024-09-27 19:23:45,inactive,basic,True,6005,ARS,21.38,29,1819.31,,True,3,CF8A2ECD,True,
835,emanuel40@example.org,Josefina,Dominguez,+54 15 2513 1132,1991-09-16,AR,Bahía Blanca,"Diagonal La Pampa N° 841, La Rioja 5300, La Rioja",20007630,2025-06-12 19:23:45,active,advanced,True,80521,CLP,61.96,71,49465.26,2025-10-16 19:23:45,False,2,2EA0CC82,False,
836,fmartinez@example.net,Thiago Ezequiel,Sanchez,+54 15 2377 0254,1995-05-13,AR,Formosa,"Av. Rawson N° 89, Córdoba 5000, Córdoba",36002193,2024-02-23 19:23:45,active,intermediate,True,23531,CLP,83.5,58,40725.67,2025-09-28 19:23:45,False,1,F05E5B2F,True,
837,contrerascristobal@example.com,Patricio,Tapia,+56 2 2314 1219,1977-07-31,CL,Camiña,"Calle Jorge Pacheco 469, Cañete, Región del Biobío",9271660,2024-10-04 19:23:45,active,basic,True,3754,COP,36.2,343,19180.28,2025-08-26 19:23:45,True,1,B98DCD2A,False,
838,ana-liz00@example.net,Maria Helena,Cirino,+55 (021) 7678 9725,2001-06-27,BR,Ramos,"Quadra Emanuelly Correia, 74, Piratininga, 96787-287 Macedo da Praia / SE",76164721,2025-02-13 19:23:45,active,none,False,500,ARS,81.09,259,414.2,2025-10-20 19:23:45,True,2,5E2BECA7,False,
839,perezvictoria@example.com,Camilo,Sánchez,(+57) 608 474 06 30,1972-02-18,CO,Santa Rosa de Viterbo,"Carrera 6ª # 2O-89 Este, Local 4, 684595, Tona, Santander",764242,2025-03-29 19:23:45,active,intermediate,True,44047,ARS,81.82,256,8201.02,2025-09-16 19:23:45,True,3,7C0CA874,False,
840,pbernal@example.org,María,Espino,(951)844-2214x114,1986-02-07,MX,Vieja Croacia,"Viaducto Tabasco 505 435, San Jonás los altos, CAMP 02672-4702",28695,2024-03-24 19:23:45,active,basic,True,3707,CLP,95.34,254,35887.18,2025-10-13 19:23:45,False,4,82FF2A3E,False,
841,emartinez@example.org,Jaider,Giraldo,6015822839,1961-12-05,CO,Marmato,"Tr. 89 # 68-1 Sur, 251141, Guatavita, Cundinamarca",854015,2025-01-07 19:23:45,inactive,basic,True,3742,CLP,67.66,26,1603.29,,False,2,D143E0D9,False,
842,santino19@example.net,Benjamin,Bustos,+54 9 3305 8386,1983-01-07,AR,Córdoba,"Calle Paraná N° 16, San Ferando del Valle de Catamarca 4700, Catamarca",91030943,2024-03-12 19:23:45,active,basic,True,6372,COP,73.47,18,43756.34,2025-10-23 19:23:45,False,3,D252B76E,False,
843,dvieira@example.com,Luiz Gustavo,Carvalho,+55 11 0217-6517,1954-05-01,BR,Correia,"Via Pimenta, 3, São Tomaz, 61890221 Vargas da Prata / ES",77778-436,2024-11-12 19:23:45,active,basic,True,8439,CLP,61.85,309,20440.99,2025-10-08 19:23:45,False,2,70C29285,True,
844,diana74@example.com,Luis,Ramos,57 300 328 53 58,1960-09-05,CO,Suárez,"Calle 30 # 23K-43 Sur, 545555, Labateca, Norte de Santander",860028,2024-11-16 19:23:45,active,none,False,500,CLP,36.32,266,31308.49,2025-09-19 19:23:45,False,2,6C8F66ED,False,
845,santinonunez@example.net,Santino Nicolas,Sanchez,+54 15 2607 2145,1977-09-10,AR,San Luis,"Diagonal Santiago del Estero N° 54, Rosario 2000, Santa Fe",63004086,2023-12-16 19:23:45,active,basic,True,7877,ARS,84.88,7,2526.19,2025-10-15 19:23:45,True,2,5FB6BE6B,False,
846,da-rosaantonella@example.org,Anthony Gabriel,da Rocha,0300 848 5631,1975-05-27,BR,Mendes dos Dourados,"Trecho Ana Clara Moreira, 650, Vila Copacabana, 57288524 Rocha / SC",39218103,2023-10-27 19:23:45,active,basic,True,3410,ARS,93.76,194,14417.17,2025-09-27 19:23:45,True,2,62F0826A,False,
847,meloximena@example.net,Luis,Rodríguez,+576037484847,1995-06-30,CO,Guataquí,"Dg. 160L # 8-8 Sur, 252809, Nocaima, Cundinamarca",209651,2024-04-25 19:23:45,active,intermediate,True,19409,ARS,16.88,149,38070.79,2025-10-13 19:23:45,True,3,7F12A890,False,
848,juanagonzalez@example.org,Juan Cruz,Romero,+54 9 3905 5994,2004-05-26,AR,Santiago del Estero,"Diagonal 3 N° 82, Mendoza 5500, Mendoza",47003968,2025-04-05 19:23:45,suspended,basic,True,9785,BRL,48.46,18,31.13,,True,4,E1C5467E,False,services
849,estevezesperanza@example.com,Isabel,Loera,(514)662-5514x257,2002-08-30,MX,San Carmen de la Montaña,"Corredor Irlanda 169 Interior 923, San Tomás los altos, MEX 75614-5929",83180-7826,2025-02-11 19:23:45,active,intermediate,True,37022,ARS,0.85,457,4525.23,2025-10-02 19:23:45,True,1,B6178C24,True,
850,jacobo91@example.net,Rosalia,Rico,1-580-475-0051x8345,1955-03-26,MX,Nueva Austria,"Prolongación Haití 097 Edif. 053 , Depto. 539, San Rafaél los bajos, OAX 73785",81938,2025-05-16 19:23:45,active,intermediate,True,11949,COP,37.58,179,9083.69,2025-10-04 19:23:45,False,3,C0DBC748,False,
851,rojasfederico@example.org,Marcela,Samaniego,09519013005,1992-01-03,MX,Nueva Senegal,"Peatonal Archuleta 076 636, Vieja San Vicente y las Granadinas, CHIS 78838-3401",14064,2025-04-21 19:23:45,active,basic,True,7910,USD,27.44,130,6144.9,2025-10-09 19:23:45,True,3,32D740B6,False,services
852,munozgenaro@example.net,Julieta,Torres,+54 15 2209 2943,1955-03-03,AR,San Luis,"Diagonal La Rioja N° 885, Mar del Plata 7600, Buenos Aires",90008422,2025-05-25 19:23:45,inactive,basic,True,4970,MXN,60.12,15,694.03,,True,2,1A479F84,False,
853,gabriel49@example.com,Bruno,Campos,+55 (041) 6158 1760,1992-03-27,BR,Abreu do Norte,"Vale Pereira, 46, Jardinópolis, 91061299 Sá de Melo / CE",15774-453,2023-12-12 19:23:45,active,advanced,True,75434,CLP,59.36,437,37596.03,2025-10-15 19:23:45,True,3,FCE32F1C,False,
854,benavidessindy@example.net,María,Pineda,+573191320704,2004-01-20,CO,Ebéjico,"Avenida carrera 128 # 1-60 Este, Apartamento 74, 201318, Agustín Codazzi, Cesar",440097,2023-12-15 19:23:45,inactive,basic,True,4907,CLP,85.22,3,4198.12,,False,1,D0BDD537,False,
855,maldonadoalvaro@example.net,Irene,Caldera,+28(2)1983403018,1980-05-31,MX,Nueva Egipto,"Peatonal Países Bajos 554 432, San Jerónimo los altos, VER 30059",88949-4052,2024-10-19 19:23:45,active,advanced,True,51265,USD,58.06,443,30726.83,2025-10-21 19:23:45,True,3,28FA06D4,False,
856,abelcastro@example.net,María,Zúñiga,1-679-908-5845x0842,1974-11-04,MX,San Abel los bajos,"Retorno Valdivia 930 Edif. 408 , Depto. 734, San Dolores de la Montaña, CHIS 99557-7671",36235-2242,2024-10-29 19:23:45,active,advanced,True,95649,MXN,84.6,205,386.26,2025-10-01 19:23:45,True,2,38518BB5,False,
857,maria-emiliaruiz@example.net,Lautaro Gabriel,Campos,+54 15 2870 2252,1950-02-15,AR,Chilecito,"Diagonal Misiones N° 54, Merlo 5881, San Luis",57004728,2024-02-19 19:23:45,inactive,basic,True,7852,USD,13.43,34,4618.25,,True,2,CB2E482F,False,
858,gutierrezthiago-nahuel@example.net,Bautista,Fernandez,+54 9 3892 3791,1973-01-02,AR,Santa Fe,"Diagonal Mendoza N° 275 Local 7, San Miguel de Tucumán 4000, Tucumán",85004960,2025-04-14 19:23:45,active,basic,True,8712,USD,36.43,383,15610.05,2025-10-09 19:23:45,True,2,0B081C98,False,
859,romeroxiomara@example.org,Paulo,Hernández,6093961555,2004-11-23,CO,Rioblanco,"Dg. 85 # 29-49, 472587, Ciénaga, Magdalena",688060,2025-08-13 19:23:45,active,basic,True,9610,USD,56.76,350,29004.08,2025-09-13 19:23:45,False,4,7E37BC1F,False,services
860,evelyn66@example.net,Alexia,Marques,11 0973-5864,2005-05-21,BR,Araújo,"Travessa Mateus Lima, 43, Vila Pilar, 99879-888 Costa do Amparo / PR",77209837,2025-01-20 19:23:45,active,intermediate,True,32288,COP,80.5,356,18347.27,2025-09-28 19:23:45,True,4,064BBF5C,False,
861,amador22@example.net,Rodrigo,Jimínez,1-832-530-0294x7221,1971-02-06,MX,San Luis Miguel los bajos,"Continuación Sur Casanova 723 Interior 216, Vieja República Democrática del Congo, OAX 32894",63982-4910,2023-11-10 19:23:45,active,basic,True,3812,MXN,52.28,470,10843.71,2025-09-23 19:23:45,False,3,C81D3279,False,
862,enunez@example.net,Hilda,Nava,064.028.9572x250,1979-07-29,MX,San Gabriel los altos,"Corredor Andorra 194 188, San Tania los altos, BC 04323-4003",71539,2025-05-22 19:23:45,pending_verification,basic,True,9311,COP,93.1,29,2637.86,,False,4,F6FF003D,False,
863,carranzafrida@example.org,Úrsula,Solís,1-379-318-3352x46819,2007-04-07,MX,Nueva Vanuatu,"Boulevard Mónaco 287 930, Vieja Mozambique, VER 07933",68393,2024-06-10 19:23:45,active,intermediate,True,21817,MXN,88.98,294,44319.99,2025-09-06 19:23:45,False,2,F3EAF9EC,False,
864,mourajulia@example.org,Maria Cecília,Carvalho,(021) 2595 9995,1985-12-12,BR,Rezende do Norte,"Vereda Aparecida, 48, Vila Batik, 10487-984 Pires / RO",53401-815,2024-01-10 19:23:45,pending_verification,basic,True,1192,MXN,49.3,34,2865.69,,True,3,47DB356E,False,
865,garciadaniel@example.org,Erika,Álvarez,308 286 24 36,1963-03-30,CO,Chinavita,"Tr. 2J # 63-68 Este, 052579, San Roque, Antioquia",236514,2023-11-13 19:23:45,active,basic,True,2855,USD,70.33,354,31476.65,2025-10-14 19:23:45,False,3,28BBF612,False,
866,allendesana@example.com,Luis,Vargas,+56 9 7434 7530,1987-07-06,PE,Doñihue,"Domingo Torres 96, Andacollo, Región de Coquimbo, 0358810",6906550,2023-11-02 19:23:45,active,basic,True,5214,COP,17.71,317,3548.32,2025-09-02 19:23:45,False,2,A832B562,False,
867,mariorodriguez@example.net,Teresa,González,+56 2 3960 1295,2004-12-20,CL,San Pablo,"Ruta 5 Sur, km 970",8733350,2025-08-27 19:23:45,active,basic,True,7610,BRL,99.99,28,47456.57,2025-08-27 19:23:45,True,4,BE860754,False,
868,noelia57@example.org,Conchita,Herrera,1-233-574-5766,1964-08-10,MX,San Porfirio de la Montaña,"Eje vial Austria 699 864, Nueva Granada, COAH 54747-3721",71996-1891,2024-05-21 19:23:45,inactive,advanced,True,59669,MXN,40.51,24,1689.24,,False,3,C9DF53BC,False,
869,eloy52@example.net,Fidel,Urrutia,467-966-7141x3862,1989-04-23,MX,San Inés de la Montaña,"Corredor Norte Vargas 867 Interior 435, Vieja Haití, BCS 71367-8946",61108,2024-09-25 19:23:45,inactive,intermediate,True,17173,CLP,75.57,0,2981.5,,True,2,967A187D,False,
870,dianasanchez@example.net,José,Salgado,(+57) 605 973 95 12,1999-09-19,CO,El Castillo,"Carrera 38 Bis W # 99-8 Este, 661642, Pueblo Rico, Risaralda",475700,2024-11-02 19:23:45,inactive,basic,True,6206,MXN,3.02,21,2717.04,,True,2,661F167B,False,
871,ernestina53@example.net,Eduardo,Vidal,+56 53 328 4722,1993-11-02,CL,Quinchao,"Ruta 5 Sur, km 518",2175170,2025-10-23 19:23:45,active,basic,True,3976,CLP,60.64,65,21101.73,2025-09-06 19:23:45,True,1,9D387A0C,False,
872,mariozamudio@example.net,Abel,Quiñones,1-503-269-9908x2320,1957-07-15,MX,San Lucía los bajos,"Prolongación Michoacán de Ocampo 320 867, Nueva Canadá, GRO 99953",46519-4989,2024-03-05 19:23:45,pending_verification,basic,True,5621,USD,59.64,45,3016.05,,False,1,F03FDE78,False,tech
873,maria64@example.org,Anel,Amaya,1-636-307-9704x51469,1952-05-02,MX,San Espartaco de la Montaña,"Corredor Roldán 098 Edif. 927 , Depto. 481, San Barbara los bajos, OAX 35201",67906,2025-09-14 19:23:45,inactive,basic,True,3444,ARS,10.99,17,4131.43,,True,2,7CD6052A,False,
874,bautista95@example.org,Thiago Lionel,Blanco,+54 9 3301 6989,1965-10-14,AR,Chilecito,"Avenida Saavedra N° 16, San Juan 5400, San Juan",57007722,2025-01-04 19:23:45,active,basic,True,1878,MXN,11.5,243,28209.05,2025-08-31 19:23:45,False,4,6D17F106,False,
875,portoeloa@example.net,Pedro Miguel,Pereira,+55 84 9298-8939,1981-02-12,BR,Cunha,"Área Monteiro, 797, Garças, 86107363 Carvalho de Guerra / RO",79871817,2024-11-10 19:23:45,active,basic,True,7443,MXN,72.34,478,20994.68,2025-10-08 19:23:45,True,1,D00A0997,False,
876,pfernandez@example.net,Mateo,Gomez,+54 9 3825 2640,1993-05-17,AR,San Ferando del Valle de Catamarca,"Diagonal Santa Fe N° 370, Chilecito 5360, La Rioja",42009055,2025-05-25 19:23:45,active,advanced,True,62330,ARS,17.44,435,28437.43,2025-09-04 19:23:45,True,4,A0459D6A,False,
